vertices,time
120,57241628
120,54811560
120,55403116
120,46692170
120,40299392
120,37776983
120,43529588
120,53405138
120,43334079
120,36544975
120,48287256
120,31647189
120,40028795
120,30267799
120,49717008
120,40183651
120,40898283
120,49159328
120,45124255
120,28652107
120,56613471
120,49718176
120,35414501
120,38412019
120,56991619
120,47267250
120,52110191
120,36081493
120,50758954
120,43714498
120,42221118
120,40367664
120,57246359
120,52188563
120,33409403
120,65262420
120,52587751
120,47645974
120,48207144
120,45274655
120,55942620
120,49411628
120,44936614
120,47359045
120,46591891
120,49825003
120,47689083
120,32893267
120,56469063
120,54223619
120,41747287
120,52225931
120,50069126
120,47243934
120,28663476
120,44841330
120,47558396
120,51225690
120,50397488
120,38731057
120,46565697
120,41402372
120,35341483
120,41567126
120,33820568
120,39084951
120,64108309
120,54649139
120,59678969
120,51088862
120,48070614
120,30719548
120,43825677
120,41123217
120,50054328
120,42771654
120,37677423
120,50744716
120,48558789
120,53407572
120,51524022
120,64611920
120,48510314
120,46855171
120,55609258
120,37342263
120,44022750
120,54566090
120,50912504
125,54602621
125,53149345
125,49327843
125,69407931
125,47178872
125,58345824
125,57671991
125,56443558
125,60855983
125,42963631
125,45433488
125,43983984
125,70790241
125,58012700
125,40046364
125,47095776
125,57376949
125,42817892
125,60046777
125,48055568
125,56822629
125,69060264
125,29023678
125,49718386
125,68127086
125,39088389
125,44509697
125,68132953
125,58120000
125,55821138
125,58896089
125,46608442
125,62466147
125,40953044
125,39409181
125,52899452
125,53446017
125,60715225
125,44309826
125,55858027
125,65982016
125,48322485
125,53350604
125,57224404
125,59473178
125,50458244
125,60337414
125,49277105
125,48761903
125,44760558
125,40757747
125,56994702
125,42114250
125,60239069
125,53819094
125,60122213
125,49838155
125,52592206
125,32837615
125,61583791
125,65235255
125,63938031
125,47964332
125,80542740
125,59034394
125,62572564
125,56186675
125,57434377
125,47133834
125,64802157
125,39414871
125,51234310
125,29930738
125,65684164
125,47408024
125,45037585
125,66799571
125,56755813
125,41733413
125,47937125
125,63560498
125,56545501
125,53824143
125,40878821
125,53387732
125,44686667
125,62816196
125,62366513
125,28865019
125,49589906
125,65925907
125,71656803
125,59325402
125,66030539
125,59023240
125,50857370
125,49414727
125,67420167
125,52421827
125,75220522
130,67761933
130,51025424
130,57630679
130,58401033
130,53733434
130,62775093
130,61732658
130,38556203
130,72066801
130,61164236
130,62413536
130,50769884
130,42570714
130,89176613
130,76923188
130,80891599
130,69714881
130,67251763
130,39789718
130,74354390
130,72382677
130,75189271
130,65009164
130,56391692
130,56161194
130,48130164
130,59234846
130,74317711
130,60251900
130,45614735
130,86130300
130,69308016
130,53256154
130,60924185
130,61569020
130,60782325
130,68170334
130,43373025
130,49539176
130,68037072
130,91408729
130,69584338
130,69440731
130,76126689
130,90651651
130,69242363
130,75266306
130,50060100
130,69257382
130,61020595
130,66560773
130,73441191
130,59322486
130,75270005
130,61309928
130,67756156
130,54805237
130,39128797
130,59785715
130,66327355
130,65942146
130,77034772
130,46557920
130,61168696
130,68645246
130,53062401
130,59756100
130,48859097
130,73901417
130,54295599
130,68620325
130,55394928
130,59648845
130,67363351
130,62268541
130,53191383
130,58389217
130,66958795
130,67789001
130,55685493
130,57635633
130,57235338
130,77825444
130,67338018
130,58735765
130,55253529
130,61079210
130,69410524
130,41560528
130,58756439
130,62111204
130,47359040
130,51757882
130,66208446
130,56709216
130,85383759
130,69743836
130,65217662
130,81566381
130,44344145
135,67547302
135,93355827
135,95435316
135,60767937
135,69695171
135,60289483
135,83427752
135,56233738
135,61478352
135,68501553
135,57265381
135,83731936
135,76344621
135,67353364
135,85583860
135,54774191
135,77546212
135,72748908
135,76946716
135,55183564
135,88301819
135,83967042
135,65395551
135,54642459
135,55348892
135,58246357
135,57452754
135,67169753
135,69994097
135,99281962
135,57957097
135,86747512
135,90625134
135,92940839
135,61356966
135,68100478
135,74792232
135,59231035
135,60347887
135,45771252
135,83879248
135,74185921
135,66871975
135,79967066
135,51098676
135,75801332
135,77665892
135,60165841
135,61981928
135,71351461
135,76979858
135,56843019
135,53859302
135,59092506
135,72283985
135,84552952
135,57590502
135,61617375
135,77734015
135,97754878
135,65691673
135,72607755
135,69060171
135,96806290
135,72665868
135,76981486
135,79575314
135,78889699
135,69517570
135,69209332
135,80012018
135,61210777
135,62756063
135,64580876
135,81819718
135,47799179
135,74276773
135,86758502
135,66305039
135,83143591
135,73005355
135,74907000
135,67540517
135,70187154
135,70221099
135,89825759
135,91129304
135,65975968
135,42493222
135,81061208
135,62064564
135,69007586
135,81064212
135,65262276
135,98415762
135,63784953
135,57950678
135,53381870
135,68134062
135,78428166
140,97172011
140,86841865
140,93050863
140,84509205
140,52540151
140,74645913
140,80043853
140,91152227
140,74035664
140,97636717
140,60743532
140,63253878
140,73852848
140,78124719
140,75938669
140,109367887
140,75089547
140,92564608
140,81572892
140,108235050
140,69726188
140,86355310
140,105666244
140,95482035
140,100758360
140,84536781
140,63404524
140,87962600
140,90348896
140,100550218
140,82700804
140,54497663
140,109792192
140,86074828
140,85450682
140,80035930
140,102773783
140,83078707
140,87276810
140,118238837
140,101947713
140,87385211
140,99118731
140,74348198
140,88520173
140,95914845
140,75088148
140,61322955
140,84793607
140,72131354
140,94662086
140,100093805
140,97123881
140,103578984
140,85652098
140,117957495
140,74534669
140,69596908
140,92356011
140,105893488
140,95840207
140,98459990
140,83357054
140,73091232
140,56547443
140,96224545
140,82124738
140,79993809
140,115063784
140,86875726
140,82535223
140,110965856
140,100847700
140,86991251
140,92390898
140,81869032
140,110167031
140,82457742
140,101975738
140,83346880
140,92861556
140,91496351
140,60642447
140,99042004
140,56855128
140,83688007
140,91007010
140,64724656
140,94044665
140,70685991
140,79162611
140,84897087
140,110090168
140,86883291
140,88459569
140,88287818
140,82208654
140,83609270
140,97063937
140,91228135
145,109684181
145,73447197
145,81940501
145,106208241
145,120226059
145,89466373
145,97811394
145,107620171
145,90406146
145,83160478
145,104373779
145,116806996
145,84499073
145,93715410
145,87657701
145,107586887
145,104718537
145,69426112
145,72966865
145,97648416
145,74813122
145,75281545
145,94856875
145,85047278
145,90241971
145,109502855
145,89893092
145,86470940
145,96516893
145,102627540
145,88354185
145,108055301
145,88024641
145,80867017
145,66875293
145,106711168
145,96721799
145,88787005
145,97889615
145,102315373
145,93385420
145,91211129
145,86944122
145,98807644
145,115175705
145,78906173
145,76068982
145,147095826
145,74006308
145,86639246
145,104346595
145,120255772
145,106157595
145,85650160
145,77303292
145,98351886
145,92470977
145,74992668
145,111639054
145,76361009
145,104301242
145,113049232
145,85995448
145,82483581
145,128014466
145,85239326
145,92882776
145,81218893
145,117701320
145,70058105
145,87510486
145,114365999
145,70230763
145,68807351
145,89250118
145,90594570
145,77960265
145,127095266
145,97244742
145,110070841
145,125443705
145,86120283
145,114202536
145,78821699
145,87424853
145,95060956
145,94692173
145,90424143
145,72640725
145,76025631
145,141170502
145,93888325
145,98525345
145,106286741
145,141435525
145,136540011
145,138976907
145,69883253
145,86035844
145,112188301
150,86938383
150,145680711
150,97504106
150,122996111
150,85030430
150,86230298
150,115233671
150,92292151
150,128561367
150,91383537
150,121633015
150,111413634
150,86945309
150,116025699
150,131361429
150,99136196
150,90851810
150,122368185
150,96309918
150,131683274
150,80390075
150,126260932
150,109556925
150,85665478
150,98886780
150,100735507
150,115360763
150,129130348
150,103856599
150,130130529
150,129819786
150,98464989
150,132544768
150,117902131
150,120305145
150,111846646
150,110246080
150,97631110
150,117153589
150,113379388
150,104381552
150,154005425
150,118315115
150,115055524
150,109855783
150,92657741
150,108487662
150,130407728
150,89688858
150,125155361
150,135853354
150,99302369
150,105178624
150,120812131
150,121536352
150,67098667
150,111907157
150,133962781
150,83402981
150,93244600
150,121339803
150,90929315
150,111135690
150,94543713
150,139131923
150,117639253
150,120623961
150,115783231
150,109473807
150,93825582
150,83873964
150,138317169
150,93524831
150,106034512
150,96672509
150,118622769
150,98488569
150,132802570
150,90330498
150,89390598
150,119318702
150,99879316
150,112981343
150,120010715
150,110523237
150,126823234
150,113335741
150,139260892
150,113640823
150,86514414
150,123794560
150,111480527
150,87539574
150,119504565
150,94117094
150,105160087
150,101404611
150,127606332
150,105639430
150,142810668
155,107793928
155,106565191
155,127562122
155,118670698
155,116564115
155,126651628
155,100021076
155,119356431
155,116460535
155,102122699
155,124179488
155,145463703
155,130288019
155,92193546
155,139615200
155,107232683
155,104947231
155,89389986
155,104439161
155,105943231
155,134662386
155,98727804
155,114446730
155,141498837
155,183998176
155,116656750
155,143190009
155,138596660
155,139716128
155,117249604
155,118962470
155,151637952
155,115025406
155,115775536
155,95952024
155,114076725
155,116144330
155,159104392
155,135829289
155,108409337
155,93122414
155,90828373
155,112977010
155,154500595
155,134348735
155,89442059
155,145493529
155,114236617
155,123271131
155,138313663
155,85701810
155,112108688
155,126543077
155,67896913
155,118707934
155,117602228
155,101533200
155,74723504
155,118866620
155,107996110
155,171482705
155,114308039
155,82538147
155,138555903
155,132606770
155,105306847
155,137641850
155,145045694
155,99507351
155,99669180
155,99180130
155,116126808
155,106467897
155,94882329
155,111531889
155,111396950
155,91806245
155,133562359
155,195979188
155,122493837
155,130016417
155,120079529
155,107405094
155,135759574
155,172111264
155,93126230
155,105131901
155,88227282
155,121721452
155,116967222
155,122845036
155,115984095
155,139844364
155,148618705
155,120191608
155,105725189
155,121796698
155,131988650
155,140294667
155,155303846
160,130725844
160,142214563
160,105046893
160,101868213
160,141603427
160,146539807
160,127856828
160,136480214
160,151495979
160,133446134
160,147758536
160,98412496
160,114197284
160,124509290
160,109196439
160,130006028
160,141614089
160,117290014
160,149348907
160,115178066
160,136918391
160,133499519
160,150605753
160,120105273
160,121945926
160,135188586
160,111488721
160,134568789
160,138922105
160,128259348
160,151876239
160,130212920
160,103675363
160,155191971
160,139961061
160,145499491
160,151640117
160,143725450
160,134279210
160,100635435
160,117791801
160,137578916
160,180571314
160,155057612
160,126086836
160,140499774
160,168511492
160,150439894
160,120240080
160,94857903
160,163972394
160,95190710
160,107731005
160,159895275
160,140051943
160,141276658
160,124111921
160,144503593
160,106648880
160,146588787
160,137851271
160,162777269
160,141817211
160,125740998
160,125558845
160,176228393
160,135381642
160,122745432
160,165373676
160,136436458
160,137613540
160,176886485
160,134921611
160,122464022
160,133100191
160,161864389
160,167175817
160,133596286
160,138326680
160,108506085
160,134938758
160,129208523
160,148131973
160,103995253
160,211272404
160,127636534
160,139016914
160,103741020
160,128879324
160,172866759
160,124392599
160,84021876
160,118535205
160,120181707
160,102071794
160,136413515
160,125843525
160,138101401
160,111877302
160,159752677
165,129614383
165,173687733
165,163823253
165,237398578
165,196879092
165,172572494
165,167899236
165,129561341
165,149786608
165,141006217
165,175363977
165,186966869
165,125536276
165,139564916
165,162199306
165,154583017
165,155612012
165,219141680
165,158173049
165,155512485
165,142199119
165,130777113
165,118846854
165,146127669
165,132804108
165,188460889
165,155353068
165,165138058
165,192983944
165,155525481
165,179518948
165,150442244
165,186016524
165,173029191
165,166770731
165,125961870
165,135217300
165,136712517
165,123267433
165,159180728
165,149618401
165,135292495
165,138407880
165,155746057
165,167799709
165,175858012
165,132029880
165,200379673
165,125823811
165,183691176
165,121161665
165,153105163
165,158079022
165,143064128
165,174840603
165,200503738
165,170786379
165,162076784
165,114989894
165,192097466
165,163164573
165,126353532
165,144724899
165,104202497
165,163122946
165,179900337
165,122299366
165,178345024
165,122057557
165,182685607
165,139833433
165,127357654
165,165862262
165,164126897
165,169657755
165,170896854
165,144826543
165,154353654
165,127534548
165,134790539
165,144864095
165,161847588
165,167553614
165,135968443
165,178976076
165,182496475
165,197113846
165,134527685
165,140795325
165,134038150
165,137296920
165,148756257
165,161013613
165,148432160
165,155892730
165,121020161
165,191102852
165,164598823
165,154566041
165,174673761
170,127101090
170,207724938
170,130920076
170,174750728
170,121288973
170,171347289
170,212684373
170,157667345
170,183524055
170,187257272
170,208185164
170,197765865
170,202390357
170,187102194
170,164073250
170,186288645
170,186473156
170,168224251
170,189276335
170,196778248
170,166380307
170,160410326
170,159585750
170,134137496
170,149584619
170,162722151
170,157964328
170,196186214
170,171153802
170,113355556
170,147649511
170,163178839
170,216257467
170,124397280
170,207849797
170,168377914
170,164169761
170,157197965
170,195221569
170,154957296
170,142489216
170,222411622
170,196173236
170,185113977
170,200639312
170,190684479
170,175294286
170,101225906
170,149621287
170,141588985
170,149937050
170,170378391
170,165643059
170,169616465
170,160551805
170,184235723
170,182252439
170,166570356
170,157225484
170,179077329
170,174724044
170,170755318
170,166296214
170,192389861
170,133957473
170,140630615
170,157451342
170,114390564
170,169720986
170,129282478
170,175176666
170,159328304
170,141958748
170,175113528
170,183853133
170,140395150
170,139191460
170,131790478
170,181017044
170,145070060
170,149168903
170,130629468
170,175913136
170,231524800
170,182229373
170,167794929
170,182969506
170,183896671
170,193277640
170,161219346
170,167718086
170,134274513
170,191252944
170,143086814
170,170853072
170,130074804
170,162344443
170,145664669
170,146321128
170,124235528
175,165073219
175,168154789
175,187474511
175,209743449
175,171071948
175,189610671
175,218683345
175,181293267
175,165938917
175,195423676
175,176457013
175,217799526
175,140523445
175,173499405
175,171372527
175,139384925
175,143417342
175,222437753
175,199125636
175,165036233
175,154734791
175,230318834
175,183441055
175,167258713
175,151631139
175,220185910
175,184286372
175,241842230
175,240460021
175,255040498
175,143179636
175,232412010
175,190903257
175,168565324
175,187305056
175,186209769
175,203157873
175,176006238
175,194503751
175,166713270
175,144200171
175,186682807
175,172570560
175,213475487
175,196967819
175,138619449
175,187071264
175,170766282
175,145068729
175,167275978
175,219620870
175,193092746
175,231251919
175,177952400
175,206029718
175,195175958
175,177654163
175,161981477
175,150216468
175,167544647
175,158614728
175,200479587
175,185142989
175,179977708
175,161966866
175,143059580
175,240133814
175,148829077
175,164558754
175,219787897
175,215435794
175,216271610
175,201593569
175,248780642
175,171770020
175,165390713
175,185720983
175,181268527
175,191740100
175,189893436
175,195506964
175,187507990
175,196968508
175,176616069
175,191169430
175,210466064
175,229891856
175,231007603
175,227872952
175,173909936
175,191539056
175,207990549
175,199767983
175,224199414
175,212165487
175,240486012
175,221943878
175,220644034
175,183832560
175,235555221
180,147965298
180,229132054
180,182227956
180,259072716
180,183834110
180,178238267
180,211222338
180,206981005
180,222441794
180,198434307
180,225925911
180,217568808
180,236283351
180,219635003
180,190096650
180,237649463
180,198728717
180,266398254
180,259555670
180,210115977
180,200514322
180,187137780
180,173900937
180,241473624
180,203770186
180,213438057
180,159548357
180,250990792
180,192004491
180,253877794
180,171408203
180,146176319
180,229312955
180,219107194
180,194109813
180,183301168
180,211475131
180,131579869
180,196898585
180,207641937
180,140066628
180,202027185
180,182360848
180,262718317
180,241960940
180,191729693
180,235453352
180,155566583
180,230961228
180,238343562
180,151906897
180,218507346
180,187554344
180,254977605
180,251248512
180,191573393
180,191523326
180,191775786
180,218750564
180,233308038
180,159195666
180,200120817
180,223679595
180,191890249
180,252416800
180,232980794
180,232136475
180,190474658
180,170482712
180,219445567
180,171785016
180,212663371
180,208920421
180,196789086
180,160862239
180,263370842
180,182406007
180,279332387
180,229868015
180,189077907
180,188607427
180,179135676
180,222976633
180,194357239
180,154912014
180,180120560
180,204003879
180,225016877
180,172093120
180,205171123
180,253589184
180,207907939
180,240858434
180,140180839
180,158727789
180,132955461
180,193208081
180,202434837
180,132184090
180,172582919
185,230298266
185,190578121
185,239003152
185,189629063
185,245345201
185,232687293
185,258759490
185,196412134
185,209062436
185,204174248
185,173214371
185,188180317
185,242599937
185,195808552
185,215930726
185,208841646
185,233572381
185,253969388
185,241884846
185,237739516
185,284792464
185,264310659
185,217660786
185,272167488
185,248041418
185,238534323
185,304547196
185,236619594
185,143065082
185,233357675
185,211640648
185,252286111
185,215178116
185,256332460
185,206487935
185,232115552
185,240305482
185,255654380
185,229738586
185,292568658
185,252309752
185,182911591
185,247235656
185,257280336
185,305080366
185,251212651
185,227611907
185,290258853
185,295538731
185,160081999
185,234107414
185,282455781
185,241649671
185,186015179
185,260173679
185,227533153
185,222156514
185,212514513
185,270915381
185,220154109
185,197963970
185,221214960
185,224834875
185,264632923
185,238688903
185,245809686
185,222704841
185,288509449
185,149157268
185,195809749
185,165626221
185,287156352
185,262360980
185,258312259
185,253979715
185,199871849
185,231744904
185,193306880
185,158957938
185,235149616
185,226523989
185,283095167
185,160097775
185,205537738
185,247152094
185,159985613
185,247871036
185,229902134
185,309920353
185,252698205
185,231362567
185,280803747
185,274389945
185,273202090
185,303688109
185,204953863
185,178659356
185,272223948
185,219377986
185,240090452
190,284987933
190,227553741
190,211271353
190,321644087
190,214105104
190,224175487
190,263388239
190,221240686
190,274895926
190,335556823
190,216686730
190,261205355
190,206158759
190,287206096
190,177358936
190,218865917
190,264733775
190,284095907
190,311714729
190,268859190
190,273492313
190,235395978
190,255124870
190,230453409
190,291457674
190,252731496
190,254012763
190,221756520
190,310825528
190,198221771
190,248424650
190,218838915
190,243798923
190,274790841
190,245356334
190,281693498
190,232767864
190,260155564
190,234420126
190,251411528
190,230456551
190,262017699
190,302710504
190,176994212
190,334653409
190,289294746
190,170707413
190,235324590
190,228547674
190,238063280
190,254496837
190,305512190
190,249852240
190,237204524
190,233164165
190,294233888
190,243129672
190,214160155
190,235786789
190,245101798
190,229857230
190,232932208
190,257085284
190,266673811
190,350514286
190,226270598
190,281713397
190,270052061
190,241765983
190,285323740
190,263437879
190,307545651
190,253496081
190,264267630
190,202844786
190,261713507
190,236573004
190,250241008
190,275030766
190,195265506
190,244464474
190,306138706
190,250977276
190,237427174
190,259810977
190,240890015
190,225242404
190,286203914
190,249482114
190,302572873
190,299182805
190,252352330
190,176264647
190,232164650
190,245004367
190,295390424
190,236157668
190,266815400
190,279101342
190,199858866
195,259213094
195,300238701
195,266782120
195,201426590
195,302436642
195,266573718
195,239591079
195,269086971
195,321444520
195,336774138
195,202191120
195,238790690
195,298075038
195,218018080
195,315093333
195,289916231
195,277949551
195,309419754
195,365635655
195,296208281
195,268824588
195,249532128
195,257154880
195,227024909
195,352047290
195,321196568
195,342925403
195,322385638
195,291175502
195,243756941
195,173729641
195,259493649
195,272817233
195,241632193
195,342245047
195,383679695
195,288014292
195,264646360
195,244052023
195,279258953
195,300010002
195,276613270
195,297160121
195,308090332
195,309319873
195,268253612
195,237237667
195,358468659
195,322706334
195,306751161
195,237914183
195,296085252
195,292801704
195,254190512
195,296496130
195,288247587
195,296715853
195,245585305
195,283966969
195,270475669
195,321618774
195,283638914
195,263025826
195,293938578
195,280379425
195,252150089
195,253760296
195,295856643
195,238739707
195,303780280
195,232817738
195,309006921
195,322305449
195,228837211
195,425884725
195,246210812
195,295702268
195,331167491
195,285576197
195,263930066
195,241937856
195,333463977
195,278292440
195,243993147
195,273732243
195,381666480
195,260779456
195,330455230
195,196411478
195,239006796
195,248039123
195,270896901
195,309007860
195,299630269
195,226141509
195,323815888
195,288311079
195,354381788
195,300611049
195,366990577
200,355487734
200,332048998
200,279235900
200,303000458
200,266940336
200,254790404
200,275573431
200,420532901
200,291974826
200,305993442
200,327606168
200,387906229
200,356643246
200,318476246
200,269112229
200,268034041
200,355720413
200,324861205
200,285191870
200,366703576
200,362274748
200,313284547
200,312342725
200,339557089
200,233341799
200,357710185
200,337840982
200,239910000
200,342220912
200,260872666
200,389873035
200,415791523
200,286078003
200,310984333
200,325456155
200,303857021
200,238623112
200,265185757
200,311064578
200,402710972
200,216864443
200,300343906
200,289598464
200,345943258
200,279543523
200,326841694
200,358752450
200,378732679
200,317341304
200,341105944
200,260136594
200,253818658
200,351040344
200,386134186
200,224840700
200,304444245
200,362445540
200,336461263
200,366819147
200,312109174
200,299646998
200,332027933
200,265079130
200,231710415
200,350326106
200,220472308
200,305493651
200,353169924
200,329001132
200,437519495
200,275503800
200,365868802
200,306598846
200,326224202
200,316128924
200,208824446
200,369395981
200,387113399
200,305103527
200,301638856
200,283419143
200,367342217
200,269272810
200,396141314
200,363389182
200,286289036
200,306695660
200,308726783
200,408886317
200,321992237
200,325630919
200,239811279
200,325734077
200,294878422
200,234387204
200,323773637
200,233969341
200,355923474
200,277180249
200,198120848
205,385650469
205,234207412
205,467168836
205,344563326
205,216061391
205,327031616
205,246610701
205,381979367
205,259454394
205,336486655
205,254654918
205,272125731
205,369811523
205,342492190
205,312421094
205,290551880
205,354692375
205,311417840
205,370648174
205,289763347
205,315021743
205,363023577
205,406578856
205,427601520
205,293797629
205,323361001
205,244368783
205,346446044
205,352252992
205,392166169
205,363671556
205,445400730
205,351700850
205,300002536
205,251945160
205,284861242
205,294208413
205,329575781
205,301910597
205,349306511
205,405144315
205,377140812
205,324555266
205,310666043
205,314032803
205,346255999
205,369685047
205,340230909
205,292100469
205,319550000
205,295932462
205,237206261
205,330283082
205,314390059
205,300933144
205,392225360
205,245086637
205,327374168
205,428379676
205,404547580
205,340689341
205,285855884
205,331297837
205,337486944
205,369066567
205,360953023
205,370138805
205,404475110
205,362219577
205,388552915
205,403351515
205,284205364
205,346379332
205,303871103
205,374474082
205,293786342
205,424612502
205,342341209
205,386027008
205,333329852
205,372685061
205,278564398
205,449297807
205,338559294
205,347517869
205,383195298
205,341632605
205,273437430
205,400458396
205,340691778
205,347956250
205,359639324
205,303595307
205,464315217
205,333434540
205,371728007
205,496522489
205,284175113
205,333722041
205,257558989
210,323491092
210,329074803
210,445033716
210,332204124
210,350490676
210,364672165
210,328173945
210,446712785
210,418323862
210,390427381
210,403725851
210,415262339
210,305560188
210,356471452
210,334769667
210,408357159
210,398625514
210,317182464
210,390543396
210,354190371
210,399989147
210,409535747
210,281470891
210,490761957
210,417242361
210,332523255
210,321456060
210,448438949
210,376968646
210,430258917
210,391823160
210,414936212
210,472621891
210,405006971
210,380855035
210,311031122
210,337769637
210,297960566
210,398407783
210,352374535
210,386712852
210,439620797
210,399637963
210,415687259
210,333918565
210,430174894
210,384105243
210,439258448
210,379218996
210,344442567
210,406021717
210,292603983
210,391151305
210,375881807
210,347157729
210,348152863
210,367780488
210,446520766
210,368954491
210,439926019
210,396093087
210,364829177
210,398788884
210,331554367
210,335721394
210,302073752
210,332168370
210,432491669
210,435020407
210,300485690
210,384471868
210,406989604
210,393570508
210,418447316
210,313136892
210,284663749
210,330702698
210,439500182
210,351273771
210,358660492
210,257780108
210,370639085
210,329248464
210,366552391
210,373516692
210,428649254
210,270309362
210,396344747
210,392564310
210,377704912
210,368977021
210,403312497
210,364425095
210,324908557
210,231007540
210,273117700
210,351419763
